,USAF,WBAN,STATION NAME,CTRY,ST,CALL,LAT,LON,ELEV(M),BEGIN,END
3088,093850, 99999 ,BERLIN/SCHONEFELD             ,GM   ,   ,      ,52.383,13.517000000000001,48.0,1975-04-01,1992-05-17
3089,093890, 99999 ,BOGUS GERMAN                  ,GM   ,   ,      ,,,,1991-05-02,1991-10-31
3090,093930, 99999 ,LINDENBERG        &           ,GM   ,   ,      ,52.217,14.117,98.0,1975-07-01,1992-05-03
3091,093950, 99999 ,NEUHARDENBERG/WRIEZ           ,GM   ,   ,ETWN  ,52.617,14.232999999999999,10.0,1991-05-11,1991-09-12
3092,093960, 99999 ,BOGUS GERMAN                  ,GM   ,   ,      ,,,,1990-12-06,1991-10-31
3093,093980, 99999 ,FRANKFURT/ODER                ,GM   ,   ,      ,52.367,14.533,48.0,1975-07-01,1986-06-22
3094,094490, 99999 ,LEINEFELDE (AUT)  &           ,GM   ,   ,      ,51.383,10.317,354.0,1975-07-01,1991-10-31
3095,094530, 99999 ,BROCKEN (PEAK)                ,GM   ,   ,      ,51.8,10.617,1142.0,1975-07-01,1991-10-31
3096,094540, 99999 ,WERNIGERODE (AUT) &           ,GM   ,   ,      ,51.85,10.767000000000001,234.0,1975-07-01,1991-10-31
3097,094550, 99999 ,BOGUS GERMAN                  ,GM   ,   ,      ,,,,1990-10-01,1991-08-01
3098,094580, 99999 ,BOGUS GERMAN                  ,GM   ,   ,      ,,,,1990-10-01,1991-10-31
3099,094600, 99999 ,ARTERN            &           ,GM   ,   ,      ,51.367,11.3,164.0,1975-07-01,1991-10-31
3100,094690, 99999 ,LEIPZIG/SCHKEUDITZ&           ,GM   ,   ,      ,51.417,12.232999999999999,142.0,1975-07-01,1991-10-31
3101,094740, 99999 ,WITTENBERG        &           ,GM   ,   ,      ,51.883,12.65,104.0,1975-07-01,1991-10-31
3102,094790, 99999 ,COLLMBERG (DEAD)              ,GM   ,   ,      ,51.3,13.017000000000001,370.0,1975-07-01,1991-01-15
3103,094800, 99999 ,OSCHATZ                       ,GM   ,   ,      ,51.3,13.117,152.0,1983-02-01,1991-10-31
3104,094880, 99999 ,DRESDEN/KLOTZSCHE             ,GM   ,   ,      ,51.133,13.8,226.0,1975-04-01,1992-05-16
3105,094900, 99999 ,DOBERLUG/KIRCHHAIN&           ,GM   ,   ,      ,51.65,13.583,97.0,1975-07-01,2001-10-09
3106,094920, 99999 ,COTTBUS                       ,GM   ,   ,ETCB  ,51.766999999999996,14.3,68.0,1975-07-01,1991-10-03
3107,094930, 99999 ,PRESCHEN                      ,GM   ,   ,ETPR  ,51.667,14.633,100.0,1991-04-11,1991-10-29
3108,094960, 99999 ,COTTBUS                       ,GM   ,   ,ETCO  ,51.783,14.333,69.0,1983-02-01,1991-10-31
3109,094990, 99999 ,GOERLITZ                      ,GM   ,   ,      ,51.167,14.95,237.0,1975-07-02,1991-10-31
3110,095460, 99999 ,BOGUS GERMAN                  ,GM   ,   ,      ,50.633,10.15,487.0,1975-07-01,1991-10-31
3111,095480, 99999 ,MEININGEN         &           ,GM   ,   ,      ,50.55,10.367,448.0,1979-01-01,1991-10-31
3112,095490, 99999 ,GROSSER INSELSBERG&           ,GM   ,   ,      ,50.85,10.467,944.0,1975-07-01,1978-08-31
3113,095510, 99999 ,BOGUS GERMAN                  ,GM   ,   ,      ,,,,1991-07-01,1991-10-31
3114,095520, 99999 ,SCHMUECKE (RIDGE)             ,GM   ,   ,      ,50.65,10.767000000000001,935.0,1978-08-01,1991-10-31
3115,095540, 99999 ,ERFURT/BINDERSLEBN&           ,GM   ,   ,      ,50.983000000000004,10.967,315.0,1975-07-01,1992-05-16
3116,095570, 99999 ,NEUHAUS                       ,GM   ,   ,      ,50.5,11.15,850.0,1990-02-06,1991-10-31
3117,095580, 99999 ,SONNEBERG/NEUFANG &           ,GM   ,   ,      ,50.383,11.183,630.0,1975-07-01,1991-10-31
3118,095640, 99999 ,BOGUS GERMAN                  ,GM   ,   ,      ,,,,1990-11-01,1991-10-31
3119,095650, 99999 ,BOGUS GERMAN                  ,GM   ,   ,      ,,,,1990-11-01,1991-10-31
3120,095670, 99999 ,GERA/LEUMNITZ     &           ,GM   ,   ,      ,50.883,12.133,303.0,1975-07-02,1991-10-31
3121,095690, 99999 ,PLAUEN (AUT)                  ,GM   ,   ,      ,50.5,12.15,408.0,1975-07-01,1991-10-31
3122,095740, 99999 ,BOGUS GERMAN                  ,GM   ,   ,      ,,,,1990-10-01,1991-10-31
3123,095750, 99999 ,BOGUS GERMAN                  ,GM   ,   ,      ,,,,1990-10-01,1991-10-31
3124,095770, 99999 ,KARL-MARX-STADT   &           ,GM   ,   ,      ,50.817,12.9,357.0,1975-07-01,1991-10-31
3125,095780, 99999 ,FICHTELBERG MTN   &           ,GM   ,   ,      ,50.433,12.95,1213.0,1975-07-01,2002-11-06
3126,095790, 99999 ,BOGUS GERMAN                  ,GM   ,   ,      ,,,,1990-12-04,1991-10-31
3127,095820, 99999 ,ZINNWALD/GEORGENFE&           ,GM   ,   ,      ,50.733000000000004,13.75,887.0,1976-10-01,1991-10-31
3128,095823, 99999 ,BOGUS EAST GERMAN             ,GM   ,   ,ETAR  ,,,,1987-03-04,1989-02-28
3129,095910, 99999 ,BOGUS GERMAN                  ,GM   ,   ,      ,,,,1991-05-01,1991-10-31
3130,095970, 99999 ,BOGUS GERMAN                  ,GM   ,   ,      ,,,,1991-01-01,1991-07-06
3131,100001, 99999 ,NIEDERRHEIN                   ,GM   ,   ,EDLV  ,51.602,6.142,32.3,2005-01-01,2021-06-01
3132,100010, 99999 ,FORSCHUNGS PLATFORM           ,GM   ,   ,      ,54.7,7.167000000000001,24.0,1931-01-01,2003-02-03
3133,100020, 99999 ,BORKUMRIFF(LGT-VSL)           ,GM   ,   ,      ,53.8,6.367000000000001,6.0,1928-01-01,1989-12-16
3134,100030, 99999 ,LIGHTSHIP 01 WESER            ,GM   ,   ,      ,53.867,7.832999999999999,5.0,1931-01-01,1990-02-19
3135,100031, 99999 ,LIGHTSHIP 01 WESER            ,GM   ,   ,      ,53.917,7.832999999999999,0.0,1973-01-01,1981-09-23
3136,100040, 99999 ,UFS TW/EMS (AUT)              ,GM   ,   ,      ,54.167,6.35,3.0,1959-08-05,2003-08-16
3137,100050, 99999 ,ELBE 1 (LGT-VSL)              ,GM   ,   ,      ,54.0,8.117,5.0,1931-01-01,1992-12-31
3138,100060, 99999 ,NORDSEEBOJE III               ,GM   ,   ,      ,54.683,6.75,5.0,1931-01-01,1981-12-31
3139,100065, 99999 ,MARIENLEUCHTE                 ,GM   ,   ,      ,54.5,11.232999999999999,4.0,1973-01-01,1973-06-01
3140,100070, 99999 ,UFS DEUTSCHE BUCHT            ,GM   ,   ,      ,54.183,7.433,3.0,1973-01-01,2003-08-16
3141,100080, 99999 ,NORDSEEBOJE I                 ,GM   ,   ,      ,55.0,6.332999999999999,3.0,1931-01-01,2008-12-30
3142,100100, 99999 ,                              ,     ,   ,      ,,,,1931-01-01,1939-07-31
3143,100130, 99999 ,                              ,     ,   ,      ,,,,1936-01-02,1942-12-30
3144,100150, 99999 ,HELGOLAND/DUNE                ,GM   ,   ,      ,54.183,7.9,4.0,1973-01-01,2003-08-16
3145,100155, 99999 ,HELGOLAND                     ,GM   ,   ,      ,54.2,7.882999999999999,4.0,1973-01-01,1974-02-05
3146,100180, 99999 ,WESTERLAND SYLT               ,GM   ,   ,EDXW  ,54.913000000000004,8.34,15.5,1989-03-18,2021-06-01
3147,100190, 99999 ,                              ,     ,   ,      ,,,,1931-01-01,1941-12-31
3148,100195, 99999 ,WESTERLAND/SYLT   &           ,GM   ,   ,EDHX  ,54.917,8.35,16.0,1978-06-01,1981-10-05
3149,100196, 99999 ,WESTERLAND/SYLT               ,GM   ,   ,      ,54.917,8.35,16.0,1987-04-16,1988-10-09
3150,100200, 99999 ,LIST/SYLT                     ,GM   ,   ,      ,55.016999999999996,8.417,26.0,1934-01-01,2003-08-16
3151,100220, 99999 ,LECK                          ,GM   ,   ,      ,54.8,8.95,17.0,1973-01-01,2008-12-31
3152,100260, 99999 ,HUSUM (GER-AFB)               ,GM   ,   ,      ,54.516999999999996,9.15,28.0,1973-01-01,1992-12-31
3153,100270, 99999 ,                              ,     ,   ,      ,,,,1936-06-05,1942-12-31
3154,100280, 99999 ,ST PETER-ORDING               ,GM   ,   ,      ,54.333,8.6,11.0,2001-09-15,2008-12-31
3155,100290, 99999 ,                              ,     ,   ,      ,,,,1973-01-01,1974-08-21
3156,100320, 99999 ,                              ,     ,   ,      ,,,,1937-03-01,1939-07-31
3157,100330, 99999 ,MEIERWIK                      ,GM   ,   ,ETGG  ,54.833,9.5,33.0,1936-01-01,2021-06-01
3158,100340, 99999 ,EGGEBEK                       ,GM   ,   ,ETME  ,54.625,9.346,20.0,1973-01-01,2005-06-29
3159,100350, 99999 ,SCHLESWIG                     ,GM   ,   ,      ,54.533,9.55,43.0,1959-08-05,2003-08-16
3160,100370, 99999 ,SCHLESWIG                     ,GM   ,   ,ETNS  ,54.458999999999996,9.516,21.3,1942-01-01,2021-06-01
3161,100380, 99999 ,HOHN                          ,GM   ,   ,ETNH  ,54.312,9.538,11.9,1973-01-01,2021-06-01
3162,100420, 99999 ,OLPENITZ (AUT)                ,GM   ,   ,      ,54.667,10.033,4.0,1975-06-06,2003-08-16
3163,100440, 99999 ,KIEL (LGT-H/AUT)              ,GM   ,   ,      ,54.5,10.283,21.0,1937-08-15,2003-08-16
3164,100450, 99999 ,KIEL/KRONSHAGEN               ,GM   ,   ,      ,54.333,10.1,19.0,1934-01-01,1990-03-01
3165,100460, 99999 ,KIEL/HOLTENAU(GNVY)           ,GM   ,   ,ETMK  ,54.383,10.15,31.0,1929-08-01,2003-08-16
3166,100465, 99999 ,KIEL HOLTENAU                 ,GM   ,   ,EDHK  ,54.38,10.145,30.8,1995-08-27,2021-06-01
3167,100480, 99999 ,FRIEDRICHSORT                 ,GM   ,   ,      ,54.383,10.183,11.0,1975-05-23,2001-09-25
3168,100500, 99999 ,                              ,     ,   ,      ,,,,1942-01-01,1943-12-31
3169,100550, 99999 ,FEHMAR                        ,GM   ,   ,      ,54.533,11.067,9.0,1996-09-01,2008-12-31
3170,100630, 99999 ,PUTTGARDEN (AUT)              ,GM   ,   ,      ,54.5,11.217,3.0,1986-06-04,1992-12-31
3171,100670, 99999 ,MARIENLEUCHTE                 ,GM   ,   ,      ,54.5,11.232999999999999,12.0,1931-01-01,2004-10-13
3172,100910, 99999 ,ARKONA (CAPE)                 ,GM   ,   ,      ,54.683,13.433,41.0,1931-01-01,2003-08-16
3173,100930, 99999 ,PUTBUS                        ,GM   ,   ,      ,54.367,13.482999999999999,34.0,1991-11-01,2003-08-16
3174,100970, 99999 ,GREIFSWALDER OIE              ,GM   ,   ,      ,54.25,13.917,12.0,2001-07-05,2008-12-31
3175,100974, 99999 ,GREIFSWALDER OIE              ,GM   ,   ,      ,54.25,13.917,12.0,2002-04-10,2003-10-28
3176,101130, 99999 ,NORDERNEY ISLAND              ,GM   ,   ,      ,53.717,7.15,13.0,1935-02-06,2003-08-16
3177,101200, 99999 ,HELGOLAND ISLAND              ,GM   ,   ,      ,54.183,7.882999999999999,53.0,1929-08-01,2005-01-10
3178,101220, 99999 ,JEVER                         ,GM   ,   ,ETNJ  ,53.534,7.888999999999999,7.3,1937-01-05,2013-09-26
3179,101225, 99999 ,WITTMUND                      ,GM   ,   ,      ,53.583,7.817,1.0,1973-01-01,1973-03-30
3180,101230, 99999 ,WANGEROGGE ISLAND             ,GM   ,   ,      ,53.8,7.9,29.0,1987-03-20,2008-10-27
3181,101240, 99999 ,ALTE WESER (LGT-H)            ,GM   ,   ,      ,53.867,8.132,32.0,1980-03-07,2003-08-16
3182,101250, 99999 ,WILHELMSHAVEN-MARIE           ,GM   ,   ,      ,53.5,8.05,5.0,2001-09-17,2004-11-12
3183,101260, 99999 ,WITTMUNDHAFEN                 ,GM   ,   ,ETNT  ,53.548,7.667000000000001,7.9,1973-01-01,2021-06-01
3184,101270, 99999 ,WILHELMSHAVEN                 ,GM   ,   ,      ,53.533,8.167,11.0,1929-08-01,2003-07-31
3185,101280, 99999 ,SENGWARDEN                    ,GM   ,   ,EDZE  ,53.583,8.033,1.0,1973-01-01,1983-07-04
3186,101281, 99999 ,SENGWARDEN                    ,GM   ,   ,      ,53.583,8.033,1.0,1988-10-14,1990-01-10
3187,101286, 99999 ,WILHEIMSHAVEN                 ,GM   ,   ,      ,53.516999999999996,8.133,4.0,1973-01-01,1973-06-01
3188,101290, 99999 ,BREMERHAVEN                   ,GM   ,   ,      ,53.533,8.583,7.0,1949-01-01,2003-08-16
3189,101300, 99999 ,ELPERSBUETTEL (AUT)           ,GM   ,   ,      ,54.067,9.017000000000001,1.0,1982-11-04,2003-08-16
3190,101310, 99999 ,CUXHAVEN                      ,GM   ,   ,      ,53.867,8.7,4.0,1931-01-01,2003-08-16
3191,101330, 99999 ,SAINT MICHAELISDONN           ,GM   ,   ,      ,53.983000000000004,9.15,41.0,2003-12-03,2004-06-14
3192,101360, 99999 ,NORDHOLZ                      ,GM   ,   ,ETMN  ,53.768,8.658999999999999,22.6,1946-09-01,2021-06-01
3193,101390, 99999 ,BREMERVOERDE (AUT)            ,GM   ,   ,      ,53.5,9.167,5.0,1990-04-03,2003-08-16
3194,101420, 99999 ,ITZEHOE                       ,GM   ,   ,ETHI  ,53.983000000000004,9.567,26.0,1973-01-02,2008-12-31
3195,101430, 99999 ,NEUMUNSTER/WASBEK             ,GM   ,   ,EDHN  ,54.083,9.982999999999999,25.0,1942-01-01,1992-12-31
3196,101440, 99999 ,UETERSEN                      ,GM   ,   ,      ,53.65,9.7,7.0,1973-06-22,2004-05-22
3197,101445, 99999 ,HAMBURG/FINKENWERDE           ,GM   ,   ,      ,53.55,9.833,0.0,1988-02-01,1988-10-27
3198,101460, 99999 ,QUICKBORN                     ,GM   ,   ,      ,53.733000000000004,9.883,17.0,1982-11-11,2008-12-31
3199,101470, 99999 ,HAMBURG                       ,GM   ,   ,EDDH  ,53.63,9.988,16.2,1928-04-01,2021-06-01
3200,101480, 99999 ,HAMBURG-STADT                 ,GM   ,   ,      ,53.55,9.967,22.0,2014-09-30,2016-01-13
3201,101490, 99999 ,HAMBURG FINKENWERDER          ,GM   ,   ,EDHI  ,53.536,9.837,6.7,1988-10-28,2021-06-01
3202,101500, 99999 ,DOERNICK                      ,GM   ,   ,      ,54.167,10.35,28.0,2001-07-07,2008-12-31
3203,101510, 99999 ,DAHMESHOVED                   ,GM   ,   ,      ,54.2,11.1,8.0,1933-07-01,1983-05-09
3204,101520, 99999 ,PELZERHAKEN (AUT)             ,GM   ,   ,      ,54.083,10.883,2.0,1988-02-01,2003-08-16
3205,101560, 99999 ,LUBECK BLANKENSEE             ,GM   ,   ,EDHL  ,53.805,10.719000000000001,16.2,1973-01-01,2021-06-01
3206,101610, 99999 ,BOLTENHAGEN                   ,GM   ,   ,      ,54.0,11.2,17.0,1973-01-01,2003-08-16
3207,101620, 99999 ,SCHWERIN                      ,GM   ,   ,      ,53.633,11.417,68.0,1936-01-02,2003-08-16
3208,101624, 99999 ,SCHWERIN PARCHIM              ,GM   ,   ,EDOP  ,53.427,11.783,50.6,1999-01-15,2019-03-31
3209,101630, 99999 ,PARCHIM                       ,GM   ,   ,      ,53.417,11.783,44.0,1952-01-01,1960-12-31
3210,101680, 99999 ,GOLDBERG (AUT)                ,GM   ,   ,      ,53.6,12.1,58.0,1991-11-01,2003-08-15
3211,101690, 99999 ,ROSTOCK                       ,GM   ,   ,      ,54.183,12.067,4.0,2004-05-30,2004-05-30
3212,101700, 99999 ,WARNEMUENDE                   ,GM   ,   ,      ,54.183,12.083,10.0,1931-01-01,2003-08-16
3213,101720, 99999 ,LAAGE                         ,GM   ,   ,ETNL  ,53.918,12.277999999999999,42.1,1991-12-18,2021-06-01
3214,101730, 99999 ,                              ,     ,   ,      ,,,,1936-05-15,1943-12-31
3215,101770, 99999 ,TETEROW                       ,GM   ,   ,      ,53.766999999999996,12.617,50.0,1952-01-01,2003-08-16
3216,101780, 99999 ,TUTOW                         ,GM   ,   ,EDUW  ,53.922,13.219000000000001,7.0,1935-01-01,1940-03-24
3217,101800, 99999 ,BARTH                         ,GM   ,   ,      ,54.367,12.732999999999999,7.0,1936-06-08,2003-08-16
3218,101810, 99999 ,PAROW                         ,GM   ,   ,      ,54.367,13.083,4.0,1936-03-25,2002-05-01
3219,101840, 99999 ,GREIFSWALD                    ,GM   ,   ,      ,54.1,13.4,6.0,1991-10-28,2003-08-16
3220,101850, 99999 ,NAME AND LOC UNKN             ,GM   ,   ,      ,0.0,0.0,-999.0,1937-01-02,2002-09-03
3221,101920, 99999 ,HERINGSDORF                   ,GM   ,   ,      ,53.883,14.15,28.0,1937-02-02,2004-10-24
3222,101930, 99999 ,UECKERMUENDE (AUT)            ,GM   ,   ,      ,53.75,14.067,7.0,1936-10-05,2003-08-16
3223,101935, 99999 ,HERINGSDORF                   ,GM   ,   ,EDAH  ,53.879,14.152000000000001,28.3,1995-03-15,2021-06-01
3224,102000, 99999 ,EMDEN                         ,GM   ,   ,EDWE  ,53.391000000000005,7.227,0.6,1983-05-06,2021-06-01
3225,102020, 99999 ,EMDEN/WOLTHUSEN               ,GM   ,   ,      ,53.367,7.2170000000000005,1.0,1959-08-05,1983-05-23
3226,102030, 99999 ,EMDEN/HAFEN                   ,GM   ,   ,      ,53.333,7.2,6.0,1960-04-01,1992-12-31
3227,102040, 99999 ,EMDEN-KNOCK                   ,GM   ,   ,      ,53.333,7.0329999999999995,2.0,2004-09-29,2004-09-29
3228,102050, 99999 ,PAPENBURG (AUT)               ,GM   ,   ,      ,53.083,7.382999999999999,1.0,1987-09-06,1990-05-27
3229,102130, 99999 ,                              ,     ,   ,      ,,,,1939-05-02,1943-12-31
3230,102150, 99999 ,OLDENBURG                     ,GM   ,   ,      ,53.183,8.167,20.0,1973-01-01,2008-12-31
3231,102180, 99999 ,AHLHORN(GAFB)                 ,GM   ,   ,      ,52.883,8.232999999999999,56.0,1973-01-01,2002-01-14
3232,102240, 99999 ,BREMEN                        ,GM   ,   ,EDDW  ,53.048,8.787,4.3,1929-08-01,2021-06-01
3233,102244, 99999 ,LEMWERDER                     ,GM   ,   ,EDWD  ,53.15,8.617,30.0,1992-08-27,1997-02-26
3234,102340, 99999 ,ROTENBURG                     ,GM   ,   ,ETGQ  ,53.133,9.35,61.0,1942-01-01,2016-10-10
3235,102350, 99999 ,SOLTAU                        ,GM   ,   ,      ,53.0,9.833,77.0,1973-01-01,2003-08-16
3236,102380, 99999 ,BERGEN (MIL)                  ,GM   ,   ,ETGB  ,52.817,9.933,69.0,1973-01-02,2018-04-02
3237,102420, 99999 ,                              ,     ,   ,      ,,,,1950-11-03,1956-08-31
3238,102460, 99999 ,FASSBERG                      ,GM   ,   ,ETHS  ,52.919,10.198,74.7,1936-01-02,2021-06-01
3239,102490, 99999 ,BOIZENBURG (AUT)              ,GM   ,   ,      ,53.4,10.683,46.0,1952-01-01,2003-08-16
3240,102500, 99999 ,                              ,     ,   ,      ,,,,1935-12-02,1942-12-31
3241,102530, 99999 ,LUCHOW/REHBECK                ,GM   ,   ,      ,52.967,11.133,17.0,1949-01-01,2003-08-16
3242,102540, 99999 ,SALZWEDEL                     ,GQ   ,   ,      ,52.833,11.15,34.1,1936-01-06,1957-05-31
3243,102610, 99999 ,SEEHAUSEN/ALTMARK             ,GM   ,   ,      ,52.9,11.732999999999999,23.0,1991-11-01,2003-08-16
3244,102620, 99999 ,WEISEN B WITTENBERGE          ,GQ   ,   ,      ,53.033,11.8,24.1,1938-01-06,1975-07-07
3245,102640, 99999 ,MARNITZ (AUT)                 ,GM   ,   ,      ,53.317,11.933,87.0,1991-11-01,2003-08-16
3246,102670, 99999 ,KYRITZ (AUT)                  ,GM   ,   ,      ,52.933,12.417,40.0,1991-11-01,2003-08-16
3247,102680, 99999 ,WAREN                         ,GM   ,   ,      ,53.516999999999996,12.667,71.0,1994-10-01,2008-12-31
3248,102700, 99999 ,NEURUPPIN                     ,GM   ,   ,      ,52.9,12.817,39.0,1934-08-06,2003-08-16
3249,102720, 99999 ,WITTSTOCK                     ,GM   ,   ,ETGW  ,53.2,12.517000000000001,74.0,1995-04-03,2014-03-09
3250,102730, 99999 ,BASEPOHL                      ,GM   ,   ,      ,53.733000000000004,12.933,53.0,1992-04-30,2003-12-31
3251,102740, 99999 ,                              ,     ,   ,      ,,,,1931-07-02,1944-06-30
3252,102770, 99999 ,NEUGLOBSOW                    ,GM   ,   ,      ,53.15,13.033,62.0,1991-10-03,2003-08-16
3253,102790, 99999 ,NEUSTRELITZ                   ,GQ   ,   ,      ,53.35,13.083,64.0,1952-01-01,1975-07-30
3254,102800, 99999 ,NEUBRANDENBURG                ,GM   ,   ,      ,53.55,13.2,80.0,1936-01-01,2003-08-16
3255,102810, 99999 ,NEUBRANDENBURG                ,GM   ,   ,ETNU  ,53.602,13.306,69.5,1992-06-30,2013-09-30
3256,102860, 99999 ,WOLDEGK                       ,GM   ,   ,      ,53.467,13.617,118.0,1992-06-01,1992-12-31
3257,102890, 99999 ,GRUENOW (AUT)                 ,GM   ,   ,      ,53.317,13.933,57.0,1936-01-02,2003-08-16
3258,102910, 99999 ,ANGERMUENDE                   ,GM   ,   ,      ,53.033,14.0,55.0,1952-01-01,2003-08-16
3259,103030, 99999 ,                              ,     ,   ,      ,,,,1936-01-02,1943-12-31
3260,103040, 99999 ,MEPPEN (MIL)                  ,GM   ,   ,ETWM  ,52.717,7.317,26.0,1976-12-01,2021-06-01
3261,103050, 99999 ,LINGEN                        ,GM   ,   ,      ,52.516999999999996,7.317,21.0,1973-01-01,2003-08-16
3262,103060, 99999 ,RHEINE BENTLAGE               ,GM   ,   ,ETHE  ,52.291000000000004,7.3870000000000005,39.3,1940-10-01,2017-12-20
3263,103070, 99999 ,RHEINE/WALDHUGEL              ,GM   ,   ,      ,52.266999999999996,7.433,78.0,1983-05-04,2003-02-27
3264,103080, 99999 ,NORDHORN RANGE                ,GM   ,   ,ETUN  ,52.45,7.167000000000001,26.0,1931-01-02,2004-09-15
3265,103084, 99999 ,NORDHORN RANGE    &           ,GM   ,   ,      ,52.45,7.167000000000001,26.0,1977-10-03,1990-04-24
3266,103090, 99999 ,AHAUS                         ,GM   ,   ,      ,52.083,6.95,46.0,1941-12-01,1943-12-31
3267,103100, 99999 ,                              ,     ,   ,      ,,,,1931-05-02,1943-12-29
3268,103120, 99999 ,BELM                          ,GM   ,   ,      ,52.318000000000005,8.17,104.0,1931-01-02,1942-12-31
3269,103130, 99999 ,MUNSTER/TELGTE                ,GM   ,   ,EDLT  ,51.967,7.6,64.0,1938-04-04,1989-11-29
3270,103134, 99999 ,MUNSTER/OSNABRUCK             ,GM   ,   ,      ,52.133,7.683,48.0,1977-11-08,1988-10-27
3271,103140, 99999 ,HOPSTEN                       ,GM   ,   ,ETNP  ,52.339,7.541,40.0,1973-01-01,2005-12-23
3272,103150, 99999 ,MUNSTER OSNABRUCK             ,GM   ,   ,EDDG  ,52.135,7.685,48.8,1988-10-27,2021-06-01
3273,103160, 99999 ,                              ,     ,   ,      ,,,,1930-05-01,1942-12-31
3274,103170, 99999 ,OSNABRUCK/ATTERHEID           ,GM   ,   ,      ,52.25,8.05,95.0,1939-05-19,2003-08-16
3275,103180, 99999 ,BORGHOLZHAUSEN                ,GM   ,   ,      ,52.117,8.283,305.0,1985-02-27,2002-11-22
3276,103190, 99999 ,                              ,     ,   ,      ,,,,1936-05-01,1941-12-22
3277,103193, 99999 ,PADERBORN/LIPPSTAD&           ,GM   ,   ,      ,51.617,8.617,217.0,1987-03-02,1988-10-26
3278,103200, 99999 ,GUTERSLOH                     ,GM   ,   ,ETUO  ,51.923,8.306000000000001,71.9,1937-05-03,2013-10-28
3279,103210, 99999 ,DIEPHOLZ                      ,GM   ,   ,ETND  ,52.586000000000006,8.341000000000001,38.7,1973-01-02,2021-06-01
3280,103250, 99999 ,BAD SALZUFLEN                 ,GM   ,   ,      ,52.1,8.75,98.0,1973-01-01,2003-08-16
3281,103280, 99999 ,DETMOLD (UK-ARMY)             ,GM   ,   ,      ,51.95,8.9,189.0,1936-03-02,2001-07-07
